2600
-2200425508125/16777216 7239065835625/33554432 975637788125/8388608 -4545988695625/33554432
5675504111875/33554432 -4036337475625/33554432 -5400063378125/33554432 -6430924150625/33554432
-2148712044375/33554432 3262675528125/33554432 -553364378125/4194304 4798407225625/33554432
-7893537055625/33554432 294432279375/33554432 -619804453125/4194304 -941742546875/4194304
4961352459375/33554432 8028446245625/33554432 -2770897195625/16777216 2170996725625/16777216
2308639620625/16777216 4363609631875/33554432 -415806015625/2097152 -1389141089375/33554432
-5163758510625/33554432 -2432673140625/16777216 -61169314375/4194304 -6485138229375/33554432
8542451864375/33554432 -3141812529375/33554432 7923822440625/33554432 -2857694701875/16777216
-1294004294375/8388608 590949084375/16777216 6160633496875/33554432 -4022357893125/33554432
-2944080920625/33554432 -5960524090625/33554432 -4050844858125/33554432 1953531961875/8388608
7313943739375/33554432 -8569999579375/33554432 1060014141875/16777216 3242983891875/33554432
972403209375/4194304 465387771875/8388608 -2777205738125/16777216 3808234096875/33554432
452916936875/4194304 -1183818033125/8388608 -2308929390625/33554432 -4614095386875/33554432
7898524911875/33554432 8362910278125/33554432 1449037370625/16777216 -482718006875/8388608
392257815625/33554432 2770629996875/16777216 6985542890625/33554432 4487866475625/33554432
28688976875/4194304 -1883339518125/16777216 519170559375/33554432 4548856950625/33554432
1011393638125/4194304 3901157983125/16777216 -7480888000625/33554432 -608117631875/8388608
7139423825625/33554432 8295219928125/33554432 -3500387385625/16777216 4041352371875/33554432
3721814256875/33554432 -5976026753125/33554432 -3049452160625/33554432 841046090625/4194304
-839825926875/4194304 -853490519375/33554432 -2039441161875/8388608 -4519714834375/33554432
-214874651875/1048576 4331072646875/16777216 3387477835625/33554432 -1447613171875/16777216
611769153125/33554432 -1670370479375/33554432 2419400075625/16777216 7455031764375/33554432
-187131530625/8388608 2142692264375/8388608 -6212567554375/33554432 125726875625/33554432
-1111719269375/33554432 2921943545625/33554432 3999845126875/16777216 -6342308984375/33554432
310378534375/8388608 -5041608755625/33554432 -4067014908125/16777216 8439774370625/33554432
1726789406875/8388608 6874533713125/33554432 73715061875/4194304 -1230052906875/33554432
-387097270625/2097152 7465258125/33554432 6503489825625/33554432 5177558579375/33554432
-5587173661875/33554432 1861647409375/8388608 352861071875/2097152 -5270023256875/33554432
1359687850625/33554432 1416022684375/33554432 4586941766875/33554432 -603887578125/16777216
277951350625/2097152 -1780852181875/16777216 3277999619375/16777216 1768581075625/33554432
-1533291101875/33554432 1021572540625/8388608 -3477147464375/16777216 8323759575625/33554432
256449968125/8388608 -2126352580625/8388608 5476464426875/33554432 8696857268125/33554432
-467362813125/2097152 -5197604595625/33554432 -2726956106875/16777216 7531687223125/33554432
65984498125/1048576 1600041958125/33554432 -379825379375/4194304 -1231269560625/33554432
6681895943125/33554432 -2514116304375/33554432 3586833339375/33554432 957349518125/33554432
-4132940491875/16777216 845028250625/4194304 3303553670625/33554432 -4210256058125/33554432
-8032634163125/33554432 -4940730315625/33554432 -1572558901875/8388608 604878925625/33554432
3028930864375/16777216 2278684338125/16777216 -1137948816875/8388608 -7017488278125/33554432
7774343451875/33554432 43582930625/33554432 -1938702894375/33554432 -3544920591875/16777216
2204805029375/16777216 6075245483125/33554432 6354175189375/33554432 -4182029629375/33554432
-1727099424375/16777216 -5741688915625/33554432 -5189898406875/33554432 4404191569375/33554432
-1773418895625/8388608 -8673642599375/33554432 -761359129375/33554432 -6357775994375/33554432
1444934733125/33554432 -1908328670625/8388608 4889987805625/33554432 -7178004998125/33554432
-944784140625/8388608 4103676386875/16777216 -37019246875/16777216 2014752423125/8388608
2630945224375/33554432 -241679270625/2097152 -618568803125/8388608 8690443295625/33554432
7851212841875/33554432 -937838386875/33554432 -278747129375/8388608 -1989469974375/33554432
4974851561875/33554432 1134975911875/33554432 2986792875625/16777216 -6761155090625/33554432
201524106875/4194304 -651639649375/33554432 2395628015625/16777216 19158709375/1048576
-3906408146875/16777216 133267265625/4194304 -6537368735625/33554432 -831206780625/16777216
-3478600051875/16777216 -7235721959375/33554432 273417616875/4194304 -3510149085625/33554432
853347763125/16777216 -1028689114375/33554432 -713723489375/8388608 -8930650625/33554432
-1062848726875/16777216 680462160625/33554432 3607631876875/16777216 2397321875/16384
4050647908125/16777216 149105701875/1048576 1012245024375/33554432 3190528371875/33554432
-3729074236875/16777216 3499571846875/33554432 660538125/524288 -2292313846875/33554432
1696767255625/8388608 4671425159375/33554432 4267567939375/33554432 -2019847838125/16777216
3315768145625/16777216 54340219375/262144 -3426836830625/33554432 514270436875/8388608
-5924202805625/33554432 804453560625/33554432 -1801810245625/16777216 3771843619375/33554432
-3460687920625/33554432 1884940679375/33554432 11599193125/131072 -4114594648125/33554432
7478460136875/33554432 178771003125/1048576 1759569508125/33554432 455413245625/8388608
3609104321875/33554432 -296442014375/16777216 2720207563125/33554432 1671787528125/8388608
-4490921329375/33554432 -1078851986875/16777216 -1445170179375/33554432 -97507694375/33554432
8605495656875/33554432 1209412758125/8388608 -1602818465625/16777216 1532625485625/16777216
-3217468775625/33554432 -8664933948125/33554432 5863064536875/33554432 6224549865625/33554432
-3263040941875/16777216 -3761324994375/33554432 -1729090504375/33554432 -996628839375/33554432
4227110883125/33554432 -492867366875/2097152 -781531619375/33554432 1338605246875/33554432
3536470575625/16777216 313515353125/2097152 -8659898073125/33554432 -101351095625/8388608
-3099341805625/16777216 4723303381875/33554432 1001851963125/8388608 213804979375/16777216
7572817305625/33554432 8171730003125/33554432 6802541013125/33554432 -1523277510625/16777216
5595817150625/33554432 3291430618125/16777216 75088739375/4194304 -1486749021875/33554432
3155802154375/16777216 2927986693125/16777216 2901078886875/16777216 5440657031875/33554432
-2008902796875/8388608 8134011396875/33554432 1578352026875/33554432 7314600986875/33554432
-2036827316875/33554432 -16632614375/8388608 1106224543125/8388608 503604976875/4194304
228393124375/8388608 3865078205625/16777216 6756692726875/33554432 -251116506875/4194304
-2787006129375/33554432 -1455567806875/8388608 -2278270580625/16777216 221457348125/33554432
-1057999986875/8388608 -3141687111875/16777216 365610139375/8388608 8300511448125/33554432
1279434446875/16777216 31366960625/131072 2986989549375/16777216 1170699895625/33554432
-3654065553125/16777216 -124984900625/1048576 2415033050625/33554432 -816870104375/4194304
3818122173125/16777216 -756354519375/33554432 5014856591875/33554432 -5743727266875/33554432
8253229408125/33554432 2665514174375/16777216 -51667159375/1048576 1566405725625/8388608
7503440530625/33554432 4837107981875/33554432 -4965347619375/33554432 -2039783858125/8388608
-7930216945625/33554432 208603793125/1048576 -739367630625/16777216 851349419375/16777216
5370098313125/33554432 -225049556875/8388608 8602721229375/33554432 1420928543125/33554432
378263088125/33554432 5588817446875/33554432 8380427664375/33554432 -1086262734375/33554432
252298401875/8388608 -223801703125/4194304 -1963912640625/33554432 -522892768125/2097152
-3995764036875/16777216 5332528816875/33554432 8523761423125/33554432 -4196290353125/16777216
-1760873229375/16777216 -3706232960625/16777216 -2739516121875/16777216 -307056384375/33554432
-187718724375/2097152 -7285012288125/33554432 -3902810721875/33554432 -2597853334375/16777216
-6409181618125/33554432 -780318150625/8388608 -669919160625/4194304 -6763012303125/33554432
-8537988720625/33554432 294304083125/4194304 -3506929131875/16777216 -3156012153125/33554432
3706802458125/16777216 -1867176033125/8388608 -257172004375/8388608 6501852556875/33554432
6860228821875/33554432 -1645320730625/16777216 6193992845625/33554432 653666723125/8388608
-5735445389375/33554432 742829140625/4194304 3605319453125/16777216 8577580626875/33554432
2126814308125/16777216 -2885827936875/16777216 -7621006095625/33554432 1561659441875/8388608
88836450625/33554432 -5658802134375/33554432 -1429174881875/16777216 -3837924098125/16777216
-3737959265625/16777216 4080369661875/16777216 -5270478565625/33554432 -2259189668125/33554432
-1460741563125/33554432 3979671288125/16777216 -865240211875/33554432 1988489400625/33554432
934144274375/8388608 -7414663221875/33554432 7738113703125/33554432 862437395625/8388608
3043228085625/33554432 -1656463079375/8388608 55142221875/8388608 -879007163125/8388608
-2358698363125/33554432 -443170983125/33554432 -396651669375/4194304 1758899488125/8388608
-938727083125/8388608 8247137201875/33554432 -4079076746875/16777216 973637380625/8388608
1010358155625/33554432 342160820625/8388608 -6730641198125/33554432 212463070625/8388608
-410234410625/2097152 -905766379375/8388608 -1847280995625/33554432 295628831875/2097152
14852345625/262144 3561650714375/16777216 7798573160625/33554432 2000616418125/16777216
1918491339375/33554432 3924420930625/16777216 3807384173125/16777216 1536922781875/16777216
-883457599375/8388608 7436638129375/33554432 -2048892633125/33554432 -290458081875/33554432
2872867440625/33554432 4168788251875/33554432 3597059659375/33554432 -424701428125/2097152
2687811758125/33554432 -2971531070625/33554432 1652440213125/8388608 -2249298926875/33554432
7456882964375/33554432 -7684563469375/33554432 231127398125/2097152 -574953721875/8388608
-2413373226875/16777216 869492040625/4194304 -1792257780625/33554432 -388817495625/16777216
2472397191875/33554432 5183376241875/33554432 -1423644795625/16777216 7894295995625/33554432
7694667410625/33554432 -516287273125/2097152 -1825120968125/8388608 -1598469656875/16777216
-516522995625/2097152 1435997834375/33554432 -831898851875/4194304 1517103875625/16777216
2064249793125/16777216 -7305219878125/33554432 -2896069889375/33554432 -578968056875/16777216
-147419276875/1048576 802680750625/33554432 -1605929056875/16777216 827922980625/33554432
1845440699375/16777216 -4991710514375/33554432 -5943936383125/33554432 -1136797975625/8388608
-3634460204375/33554432 -648908316875/8388608 -5879934116875/33554432 374374284375/8388608
775087633125/4194304 -8509130881875/33554432 6499007799375/33554432 -1895785669375/33554432
4148749466875/33554432 -378896106875/2097152 4181285184375/16777216 27080259375/1048576
-324957676875/8388608 -1718671784375/16777216 7055352435625/33554432 1049610014375/33554432
-403824191875/33554432 340593703125/33554432 7993569536875/33554432 -240361086875/33554432
8369368629375/33554432 5341316134375/33554432 111006195625/4194304 -1407136241875/16777216
-2791869348125/16777216 787928220625/16777216 -228291285625/8388608 -3508735173125/16777216
-2013051779375/16777216 4873653175625/33554432 -2482249469375/16777216 3005686994375/33554432
7684743113125/33554432 -44439630625/262144 -2702412318125/33554432 -7507069740625/33554432
-2546136181875/33554432 141406500625/33554432 6986003188125/33554432 3312428965625/16777216
-4276695223125/16777216 4383177345625/33554432 -1724712559375/8388608 1006921816875/33554432
1697195491875/8388608 -3231057561875/16777216 2693625228125/16777216 7505577568125/33554432
-4227962383125/16777216 -6164038976875/33554432 -8035335140625/33554432 3327490993125/33554432
7684080958125/33554432 -2592761088125/33554432 408706975625/16777216 -2003281580625/16777216
-3979593970625/16777216 -4688287524375/33554432 47891276875/4194304 -1568560524375/8388608
-6210402128125/33554432 -2473604371875/16777216 -1642363279375/8388608 2930282541875/33554432
-8176693955625/33554432 8247065506875/33554432 -5205978838125/33554432 3162811965625/33554432
338842505625/8388608 -605663020625/8388608 3850299253125/16777216 -98170336875/16777216
-722143004375/4194304 2678673359375/33554432 4155989199375/16777216 -226746723125/4194304
-5039530445625/33554432 -6790609093125/33554432 6097445518125/33554432 1662141316875/8388608
99612085625/4194304 7054813309375/33554432 96526779375/16777216 5602185249375/33554432
5861607870625/33554432 -420978179375/33554432 2247335536875/16777216 -4460338813125/33554432
-1453755103125/33554432 6670772883125/33554432 -3994593549375/16777216 2638922771875/33554432
-260577208125/2097152 1109136445625/8388608 2527566315625/16777216 2309755020625/33554432
207681296875/16777216 5505620875625/33554432 2254566364375/16777216 8316814163125/33554432
-23228895625/262144 2174940698125/33554432 -5674800625/8388608 -2168113033125/8388608
-2324913166875/33554432 -72962833125/8388608 -802106459375/33554432 -1514230388125/8388608
2179436585625/33554432 -8333561949375/33554432 395803061875/16777216 154105323125/4194304
330215868125/33554432 -3507406345625/33554432 -257532721875/4194304 -401154268125/4194304
1820649910625/8388608 -6876577833125/33554432 1750302815625/16777216 2780893984375/16777216
1186901568125/33554432 3292945898125/16777216 -4727016636875/33554432 -2703031573125/33554432
-153900004375/2097152 6947570621875/33554432 8434334455625/33554432 -4194635046875/16777216
-1792713235625/16777216 3332479141875/16777216 4192283753125/16777216 4934040401875/33554432
2526367650625/33554432 -539874148125/4194304 15776531875/1048576 1750045513125/8388608
1952785225625/16777216 -1217950020625/33554432 581378029375/8388608 3246724511875/33554432
6145437585625/33554432 1128514489375/16777216 3010156134375/16777216 4381889646875/33554432
2529200935625/16777216 2503481459375/33554432 -1247614265625/16777216 -8246157180625/33554432
