2400
-1206761799375/8388608 -896877151875/4194304 200911951875/8388608 145486074375/4194304
61816561875/2097152 -5780878125/1048576 -1506969099375/8388608 -100927029375/4194304
172283870625/2097152 1793246390625/8388608 991477805625/4194304 828795511875/8388608
68163418125/2097152 -1921122530625/8388608 -500230445625/8388608 165285639375/1048576
-523058713125/8388608 1403856999375/8388608 955113091875/8388608 -411884690625/4194304
-6757381875/2097152 -322458931875/8388608 -465550929375/8388608 744400261875/4194304
256240839375/8388608 -1329538336875/8388608 258400363125/4194304 18706048125/4194304
1148154995625/8388608 47039131875/2097152 -117604453125/8388608 -108584641875/1048576
3773499375/16384 52584373125/524288 -369775070625/8388608 97498715625/2097152
770564360625/4194304 -7248080625/65536 -953476610625/8388608 150191056875/8388608
-130386181875/2097152 -409131631875/2097152 77669304375/1048576 -712804858125/8388608
43417828125/2097152 -1521593739375/8388608 -1285922143125/8388608 1450954340625/8388608
-129638176875/2097152 1531703375625/8388608 -384270380625/4194304 1310264109375/8388608
-503322125625/8388608 -240952981875/8388608 1057966494375/8388608 123147879375/8388608
-1216358368125/8388608 -475480280625/8388608 1059617259375/8388608 38662633125/524288
-1011701956875/8388608 141070726875/8388608 170357544375/4194304 -327781100625/8388608
-29960135625/131072 -275395201875/4194304 155067774375/8388608 46816325625/1048576
1918043848125/8388608 -1211936675625/8388608 46202383125/524288 68990926875/524288
-1282458395625/8388608 -580800770625/8388608 1826200629375/8388608 949843993125/4194304
1496159019375/8388608 -935768206875/4194304 -170498281875/1048576 -1710779349375/8388608
886559323125/4194304 354733966875/4194304 -1444543130625/8388608 103736544375/1048576
21027631875/2097152 -502270884375/2097152 -11671483125/4194304 -85618438125/2097152
45380686875/8388608 388325173125/8388608 1320786181875/8388608 -365659149375/8388608
-350558146875/2097152 -12747451875/8388608 -661218039375/8388608 249718846875/1048576
47206951875/2097152 -404391703125/4194304 -28922146875/524288 227740790625/8388608
2000811943125/8388608 -31216044375/524288 1345936891875/8388608 122648281875/4194304
-1813312010625/8388608 111684238125/1048576 229612813125/2097152 846504283125/4194304
-404002171875/8388608 270031666875/2097152 -14566899375/524288 -1303637795625/8388608
916258955625/4194304 -88474516875/1048576 506715620625/8388608 112091863125/524288
-628033284375/4194304 1450187705625/8388608 -536184080625/8388608 497441383125/8388608
-1044091119375/8388608 -590713783125/4194304 -1434222196875/8388608 726127258125/8388608
1461003144375/8388608 54799944375/4194304 -930340884375/8388608 128293741875/1048576
-463182129375/2097152 294237699375/2097152 -865266429375/4194304 941519964375/4194304
1434150755625/8388608 320414011875/2097152 1399999160625/8388608 -1775407715625/8388608
23397024375/4194304 -241520863125/4194304 1025856005625/8388608 227092798125/2097152
466906344375/8388608 -883556188125/8388608 1364887730625/8388608 491255398125/8388608
1851671514375/8388608 -351273069375/4194304 -820138156875/8388608 -296229616875/4194304
-504327931875/4194304 151222509375/1048576 17348435625/262144 -1609985049375/8388608
-162927388125/8388608 591155349375/8388608 -1714863118125/8388608 -9203690625/1048576
-161186641875/1048576 200863303125/2097152 446273334375/8388608 -658423048125/4194304
1004187819375/8388608 2000272869375/8388608 -1010561030625/8388608 -1060677444375/8388608
119871826875/8388608 -181921153125/4194304 661608414375/8388608 913464504375/4194304
1069483081875/8388608 -191750353125/1048576 782111754375/8388608 -1288713170625/8388608
-440651596875/2097152 -558866758125/8388608 -387292633125/2097152 446674693125/2097152
-198915361875/4194304 -32117278125/8388608 -195400025625/2097152 -1709028879375/8388608
-514797331875/4194304 53695696875/1048576 -995878134375/8388608 1033857928125/8388608
917812835625/4194304 671566003125/4194304 -414512424375/4194304 469623635625/8388608
441533934375/8388608 -474220299375/4194304 -285685989375/4194304 -690033223125/8388608
-347067290625/8388608 -1540721424375/8388608 525321939375/8388608 640991394375/8388608
772486430625/8388608 -911743070625/4194304 34637758125/2097152 -165158701875/1048576
604062054375/4194304 -1468140736875/8388608 157843498125/4194304 75975425625/2097152
-9602255625/262144 -100359661875/1048576 -69287401875/1048576 2753791875/2097152
-1772054304375/8388608 694953309375/8388608 -1565001425625/8388608 -989206411875/8388608
-86275036875/2097152 23521299375/2097152 -28510550625/4194304 859765276875/8388608
-450908390625/4194304 -66077334375/524288 403218965625/2097152 1488735706875/8388608
465671506875/8388608 -898236541875/8388608 -608432720625/4194304 383442399375/2097152
57655408125/1048576 -1001833175625/8388608 -109820885625/4194304 -1231166308125/8388608
229470879375/8388608 1880112403125/8388608 -384752469375/4194304 272848070625/8388608
771961875/16384 -980947531875/4194304 -621928284375/4194304 209757695625/2097152
591070505625/4194304 -582976006875/4194304 964954081875/4194304 72788656875/524288
-138174099375/4194304 -1104592209375/8388608 -839007489375/4194304 -237136325625/1048576
1809466738125/8388608 86986385625/524288 -472581245625/2097152 583790926875/8388608
1118632228125/8388608 -348713795625/4194304 381569000625/4194304 -838252235625/8388608
-57003984375/1048576 23059573125/2097152 646628551875/4194304 -77085575625/1048576
-1849033775625/8388608 133470568125/2097152 55904941875/4194304 -1867300048125/8388608
1737723350625/8388608 -481222659375/4194304 -1615528955625/8388608 941803216875/8388608
56646200625/4194304 -456251593125/4194304 329365858125/8388608 86149805625/4194304
-1330581099375/8388608 4372078125/131072 168887394375/1048576 806052770625/8388608
-664329009375/8388608 -50038438125/4194304 366076288125/8388608 300331610625/2097152
650231300625/8388608 416413693125/4194304 215397710625/4194304 987039091875/8388608
-1991317430625/8388608 -1493357345625/8388608 193452523125/2097152 -966298070625/4194304
-1512163738125/8388608 437124046875/4194304 -1311731098125/8388608 245028054375/8388608
-527769313125/8388608 838586570625/8388608 -251541819375/4194304 -984785386875/4194304
-604073203125/8388608 -458418155625/8388608 610356350625/4194304 1981141366875/8388608
744753890625/4194304 -219812405625/2097152 91590538125/2097152 766291378125/8388608
96280156875/4194304 -1819678419375/8388608 -1784193215625/8388608 -736527650625/8388608
-376284961875/4194304 -182884824375/8388608 746266861875/8388608 -861506934375/4194304
-1790759896875/8388608 -852799010625/8388608 1837032159375/8388608 -814134530625/4194304
-344959663125/8388608 -5556253125/131072 292579235625/8388608 193038144375/2097152
-957226648125/4194304 1178910598125/8388608 1691761093125/8388608 323249075625/4194304
28483591875/524288 1664789589375/8388608 -495063425625/2097152 245082639375/4194304
1184142088125/8388608 -1997711341875/8388608 705881443125/8388608 -943451818125/8388608
-481229851875/2097152 -358754263125/8388608 309699860625/4194304 709626129375/4194304
-918805460625/4194304 390402673125/2097152 -33988310625/4194304 78087234375/4194304
-46169506875/1048576 -439637930625/2097152 666831939375/4194304 -78859460625/2097152
-59939514375/524288 358949461875/8388608 261387245625/4194304 -258926304375/2097152
1775560539375/8388608 -21228905625/4194304 1029560105625/8388608 1513589098125/8388608
-869619568125/4194304 821428951875/8388608 1499290216875/8388608 -700283173125/4194304
208854639375/2097152 -1156141884375/8388608 299167126875/4194304 -1483676514375/8388608
1479298918125/8388608 1107965641875/8388608 16509241875/2097152 434791884375/2097152
-114522684375/1048576 -944411495625/8388608 -852216275625/8388608 -777523306875/4194304
-226055833125/2097152 -414027084375/2097152 -598593676875/4194304 33671566875/8388608
379784491875/4194304 -701171840625/8388608 -576337790625/4194304 1912319975625/8388608
199781428125/8388608 7225040625/262144 -439862296875/4194304 244656751875/8388608
-1489222779375/8388608 426598741875/2097152 -674076654375/4194304 -885156579375/4194304
-79253229375/2097152 5497145625/1048576 -28197061875/524288 34102190625/1048576
939652869375/8388608 -347595631875/8388608 -1272051200625/8388608 -558266116875/8388608
-328831209375/8388608 551147330625/4194304 -30626349375/262144 797588863125/4194304
-1560786489375/8388608 -120484809375/2097152 1957906875/65536 -37202874375/2097152
1256537926875/8388608 -243040063125/4194304 697108125/8192 -197843799375/1048576
-82085664375/2097152 33464334375/262144 237990661875/1048576 69371701875/2097152
-377755078125/2097152 293670586875/2097152 -581143655625/4194304 -2957971875/8388608
-7757934375/8388608 -29857509375/524288 -282931149375/2097152 1569309375/32768
723994858125/8388608 14780364375/262144 785139770625/8388608 1754431546875/8388608
454711944375/8388608 1816530676875/8388608 -203716741875/1048576 1798739896875/8388608
-79049990625/8388608 469298803125/2097152 413457703125/8388608 -1887599240625/8388608
1641846965625/8388608 -299358035625/2097152 -57378673125/4194304 -341569978125/2097152
1174485718125/8388608 -316744809375/8388608 1316194539375/8388608 373919555625/2097152
-902571774375/4194304 118732318125/524288 -414974394375/4194304 -1582469071875/8388608
728739309375/8388608 -1245021823125/8388608 418886525625/4194304 -833013485625/4194304
109180614375/8388608 719274481875/8388608 -1054663531875/8388608 576629113125/8388608
-492541333125/8388608 383594221875/2097152 721678134375/4194304 984594073125/8388608
-65454298125/524288 -841873831875/8388608 1873607101875/8388608 45309714375/1048576
-967823030625/4194304 495091449375/4194304 -801965521875/4194304 538140725625/4194304
-316910240625/4194304 -424713073125/4194304 105985891875/4194304 122421624375/4194304
1540564415625/8388608 1707323818125/8388608 -1801287980625/8388608 55667563125/4194304
-985555284375/8388608 -250173429375/2097152 439288873125/8388608 691094319375/4194304
159128308125/2097152 1349319830625/8388608 -884721688125/8388608 -1703023119375/8388608
-695355290625/4194304 86756218125/4194304 194835223125/2097152 -299484725625/8388608
-1540015003125/8388608 1664634789375/8388608 147011709375/4194304 -424661270625/4194304
1717682803125/8388608 -432328918125/4194304 1601100549375/8388608 -391600340625/8388608
-299023243125/4194304 592746901875/4194304 -222031063125/4194304 -972464443125/4194304
-117180455625/2097152 139285438125/8388608 -1252569575625/8388608 949721938125/8388608
266206936875/8388608 -733549756875/8388608 134088039375/8388608 1661202965625/8388608
112650789375/524288 344677734375/2097152 -1041142119375/8388608 -256810828125/2097152
-172458103125/4194304 -113250271875/524288 -1361732874375/8388608 1664325376875/8388608
1348504254375/8388608 380684525625/2097152 909045136875/8388608 -76789573125/2097152
-547543033125/8388608 -1043606214375/8388608 -1198071433125/8388608 -1015797699375/8388608
798586021875/8388608 1062521180625/8388608 -386206558125/2097152 469473579375/4194304
-1127884411875/8388608 40645449375/1048576 264023495625/8388608 266590460625/2097152
447342058125/8388608 1525965294375/8388608 1850765720625/8388608 489030500625/4194304
-876434480625/8388608 -137961185625/2097152 -132221274375/1048576 -104516131875/2097152
742016915625/4194304 -2574523125/131072 74242621875/1048576 524500411875/4194304
36966301875/4194304 -1972012756875/8388608 87592689375/8388608 -1304095959375/8388608
-1125019033125/8388608 -352488661875/4194304 -1461882740625/8388608 969146368125/8388608
-492966478125/8388608 -1641111215625/8388608 -126862445625/8388608 -911270893125/4194304
-516129031875/8388608 -167605115625/2097152 912088933125/8388608 862094338125/4194304
-227097924375/4194304 194635790625/4194304 95470085625/4194304 98273829375/4194304
204532693125/4194304 -367025990625/4194304 -965557430625/4194304 55488298125/1048576
-843879714375/8388608 166708535625/8388608 1815678436875/8388608 1991734025625/8388608
-106068009375/8388608 -118075756875/524288 1986749191875/8388608 -1000679135625/8388608
-390403198125/2097152 -365403320625/8388608 210351515625/4194304 -337269375/65536
-1103690885625/8388608 340156486875/4194304 280634893125/8388608 403389523125/4194304
1818782368125/8388608 -264983585625/8388608 1707137443125/8388608 -1882624644375/8388608
30412775625/8388608 1221939226875/8388608 -882157471875/4194304 -884908599375/8388608
-272604628125/2097152 1863143023125/8388608 1781723188125/8388608 829617024375/8388608
70143883125/1048576 -652920219375/4194304 1572909095625/8388608 -388845661875/2097152
-694327235625/4194304 -389202669375/4194304 -544004911875/4194304 -599300941875/4194304
1926595846875/8388608 -805525610625/8388608 -379810254375/2097152 -1936901060625/8388608
596671314375/4194304 255689870625/4194304 281438071875/8388608 353300064375/2097152
202888644375/2097152 -709496848125/4194304 702244333125/4194304 1997750131875/8388608
104978784375/4194304 -17132300625/1048576 82484131875/524288 657470968125/8388608
-1082109725625/8388608 350572591875/2097152 -506862001875/4194304 933380870625/4194304
-1272293566875/8388608 -696259936875/8388608 -245234233125/4194304 307795475625/4194304
-497137516875/8388608 -70823649375/8388608 -1354352281875/8388608 -1402027389375/8388608
331211071875/8388608 -524288109375/4194304 77581426875/4194304 -698340489375/4194304
-1390118694375/8388608 77251239375/8388608 -450640220625/2097152 -847923620625/8388608
949955881875/8388608 -23505290625/8388608 -1614405448125/8388608 -180122124375/1048576
-668636518125/4194304 940749474375/4194304 -93280153125/8388608 715820173125/4194304
-1441395039375/8388608 -353516326875/2097152 -920906000625/8388608 1722331134375/8388608
73720760625/2097152 -157453561875/8388608 1008841875/32768 -435871625625/2097152
-933541516875/4194304 -486643591875/2097152 -347714791875/8388608 453245625/8192
-1399216520625/8388608 105171005625/524288 172580514375/8388608 -967703135625/4194304
388642303125/2097152 1543203718125/8388608 454141951875/2097152 -892824305625/4194304
-1967284085625/8388608 1228329185625/8388608 923366630625/4194304 198380053125/2097152
