3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
4249955258125/33554432 2021301604375/8388608 -2800422718125/16777216 144736735625/524288
468459001875/2097152 5301671159375/16777216 -955685270625/8388608 11119151909375/33554432
34698243125/262144 -1236506230625/4194304 6289053216875/33554432 5891359466875/33554432
-1036189981875/8388608 -5277602134375/16777216 1297478621875/33554432 3024091718125/16777216
9855678589375/33554432 -11052738923125/33554432 774050959375/8388608 -10540036773125/33554432
10324186030625/33554432 3631203070625/33554432 3067300256875/33554432 1905129108125/33554432
-11106545920625/33554432 -228197683125/8388608 -653893025625/2097152 3717739190625/33554432
-1002092104375/8388608 2341892449375/33554432 6596890088125/33554432 -5114143670625/33554432
-241261099375/1048576 -729009225625/16777216 -3083568938125/33554432 3878604070625/33554432
-1313566401875/16777216 -7531805279375/33554432 11376640263125/33554432 -3549292905625/33554432
512186125625/2097152 -9283232213125/33554432 261365851875/33554432 10911312629375/33554432
2521147759375/33554432 772989075625/8388608 1306785101875/16777216 5824509070625/33554432
4454366466875/16777216 -1370263208125/8388608 11143267004375/33554432 -1078377628125/16777216
-928229123125/4194304 1039805860625/16777216 -3847522524375/33554432 440839696875/8388608
-490850169375/8388608 -1780363345625/16777216 -3050269210625/33554432 727955905625/33554432
-5363096834375/16777216 1674424488125/33554432 -632034106875/16777216 -2796671391875/33554432
-120206139375/33554432 290731396875/4194304 453687021875/2097152 -2207482268125/8388608
-991105153125/33554432 1247895625/65536 3089983484375/33554432 6635339030625/33554432
-1075465188125/4194304 -464396171875/8388608 -9692114375/32768 -369714374375/8388608
1629404556875/33554432 -55972213125/8388608 10110021263125/33554432 353845108125/4194304
7346525488125/33554432 -1305029596875/16777216 242012520625/2097152 -2732189286875/33554432
4529338591875/33554432 1247232550625/33554432 -9177579550625/33554432 -2058134611875/8388608
5887196868125/33554432 -204182888125/16777216 1212125999375/16777216 10602317548125/33554432
-7657551835625/33554432 -2935297233125/33554432 292024544375/8388608 -53604984375/524288
474660389375/16777216 -1382100924375/33554432 1969764829375/16777216 8125449210625/33554432
9994522136875/33554432 -4445046705625/16777216 5763499768125/33554432 -5486354696875/33554432
8787924781875/33554432 646168438125/2097152 -891541699375/16777216 -478185318125/33554432
-4704153926875/16777216 5614207149375/33554432 9437217681875/33554432 -4039320328125/33554432
1238042966875/16777216 1683435848125/33554432 5428155388125/16777216 -4672333263125/33554432
7754497671875/33554432 9878185696875/33554432 -2499705425625/33554432 -80907685625/8388608
-5726681848125/33554432 -184844920625/33554432 -27171896875/1048576 -640983926875/8388608
-3606718948125/16777216 6077002420625/33554432 -9731357249375/33554432 -63655554375/16777216
-7084515793125/33554432 -9454087121875/33554432 138136315625/1048576 7663973500625/33554432
31119169375/1048576 -653347155625/4194304 4593824861875/33554432 -5099163036875/16777216
916529999375/16777216 -1109474665625/4194304 -2962628749375/33554432 1107670561875/8388608
872381254375/16777216 -861680986875/16777216 2726941599375/33554432 9609712750625/33554432
146607054375/8388608 -397740000625/33554432 4587987401875/16777216 -2572610371875/8388608
-548565721875/2097152 3717847055625/16777216 -2087925836875/8388608 5169826256875/33554432
-1115498063125/33554432 3228644111875/33554432 -4880864039375/33554432 1228591434375/16777216
360571179375/33554432 7210399603125/33554432 819792115625/16777216 -9661228636875/33554432
2508274870625/8388608 -2772546670625/16777216 -8991455156875/33554432 -1445368464375/33554432
9664246689375/33554432 -5779899264375/33554432 -3504947959375/33554432 3286453716875/33554432
243496811875/16777216 127622835625/2097152 10500835155625/33554432 5549018333125/16777216
-4310754121875/33554432 6412000893125/33554432 -2136352738125/33554432 423946138125/33554432
-2776087685625/8388608 -1392484141875/16777216 2168616931875/33554432 -7349093805625/33554432
-1050879278125/16777216 2863081509375/33554432 -8379999454375/33554432 -2569607598125/33554432
-4466283169375/33554432 -4335359603125/33554432 5837378580625/33554432 6973272616875/33554432
-1405172516875/4194304 -389925695625/33554432 10322156761875/33554432 10003865060625/33554432
-3904952965625/33554432 8905774689375/33554432 1072463349375/8388608 8217131804375/33554432
-126497754375/4194304 -113935944375/2097152 -1266325463125/4194304 5765587920625/33554432
4511165358125/16777216 38178461875/16777216 5105319289375/16777216 -5519186244375/33554432
156023226875/33554432 -8956593384375/33554432 2086672851875/16777216 6857156624375/33554432
308339784375/8388608 4954133125625/33554432 -5504820373125/33554432 922261549375/33554432
2441690418125/8388608 -2015064878125/8388608 -59989206875/1048576 4534438400625/33554432
-191103258125/4194304 -2379610774375/33554432 5400922641875/33554432 -3399861290625/33554432
-3609785280625/16777216 -32328655625/2097152 8240657020625/33554432 -59477953125/2097152
278152586875/16777216 962621440625/33554432 -2967376403125/33554432 555614856875/8388608
5535285371875/33554432 1619419606875/16777216 -1681882324375/16777216 8609907390625/33554432
3995241176875/16777216 4436333398125/33554432 3471742985625/16777216 6846596479375/33554432
1884979008125/16777216 842029241875/16777216 3834254810625/16777216 -8305097093125/33554432
3507881373125/16777216 1144069899375/16777216 148348045625/16777216 -282236773125/2097152
-4646373243125/33554432 -5046861835625/33554432 149095918125/4194304 -4073856614375/33554432
-6480325975625/33554432 596239034375/8388608 -6204318374375/33554432 -371997495625/33554432
-1956845509375/16777216 -3857104871875/33554432 -208075760625/1048576 3920976124375/16777216
-13278965625/2097152 -1911744105625/33554432 -4575227584375/16777216 575893158125/4194304
2123059843125/8388608 1893502553125/8388608 8965499939375/33554432 3079382666875/33554432
-564055824375/2097152 638864409375/2097152 -1605668264375/33554432 1111893978125/33554432
-8221784746875/33554432 -1642915030625/8388608 -3728329893125/33554432 -73541224375/8388608
-2380882523125/8388608 -9019301603125/33554432 1012966600625/8388608 -4356994525625/16777216
10864448495625/33554432 -4252409654375/33554432 -930130976875/4194304 2691756656875/16777216
-993611484375/33554432 961331884375/4194304 563562356875/4194304 -1121780689375/8388608
687395499375/4194304 1983184161875/33554432 -154721728125/4194304 -209244574375/33554432
9872328963125/33554432 4157889909375/16777216 -4577928523125/16777216 -2017565110625/8388608
-5054267949375/33554432 3258313935625/33554432 533428050625/33554432 -3484551571875/16777216
760843425625/4194304 212102274375/33554432 2747221133125/8388608 -8429748424375/33554432
-9034263048125/33554432 -579404338125/8388608 -8332741196875/33554432 273949421875/33554432
9515885819375/33554432 4168866851875/16777216 137588575625/1048576 -1490863184375/16777216
1254682630625/4194304 -10192600951875/33554432 9050628395625/33554432 1845109588125/8388608
333150668125/4194304 9828484666875/33554432 -2475915285625/16777216 3529240746875/33554432
2578448511875/33554432 1400680776875/16777216 -4399134954375/16777216 3001013984375/33554432
6484494779375/33554432 9871924320625/33554432 2891636345625/16777216 4332515375625/16777216
402436590625/8388608 -4757707560625/33554432 85699008125/262144 1512034049375/8388608
-10432741655625/33554432 2355818275625/16777216 -4511572359375/33554432 -4160126599375/16777216
-9777153379375/33554432 -3436015084375/16777216 -824384984375/4194304 -8907705145625/33554432
5326449424375/16777216 -1532665525625/16777216 -2988882444375/33554432 -11020899070625/33554432
509184860625/2097152 -219881538125/33554432 342159201875/16777216 -3183700808125/16777216
-263907798125/8388608 6845848500625/33554432 -5485772106875/33554432 -2435179290625/33554432
3594807026875/16777216 -707591265625/2097152 3515559423125/16777216 5235273919375/33554432
-4119918688125/33554432 2817451618125/8388608 -6707584398125/33554432 -4866755399375/33554432
10835761526875/33554432 5249526783125/33554432 -1289778599375/16777216 600489735625/33554432
-2731856341875/16777216 1684520363125/16777216 -6874228746875/33554432 -3813615195625/33554432
7474353800625/33554432 4427781505625/33554432 1792563608125/16777216 -5278128050625/33554432
2208704036875/33554432 -5690777656875/33554432 -1306270533125/16777216 -4565670736875/16777216
-5816184170625/33554432 -4587107163125/33554432 1186846553125/4194304 3801800323125/16777216
74497814375/8388608 1249026008125/33554432 7793036820625/33554432 -1925109144375/8388608
-678656670625/33554432 -2397844188125/33554432 -9132906313125/33554432 -9637756481875/33554432
-10822114691875/33554432 5477582590625/33554432 -3046605476875/33554432 1858193553125/33554432
-9878214278125/33554432 -8058736960625/33554432 -5585137531875/16777216 1599464964375/33554432
-4097920369375/16777216 1060902116875/4194304 -2503962650625/33554432 772975284375/16777216
-1113989695625/4194304 9407615220625/33554432 9852961670625/33554432 -1140730546875/33554432
-102743399375/33554432 109560229375/2097152 10293674196875/33554432 -280518838125/1048576
9820847586875/33554432 1541899373125/33554432 2525565825625/8388608 -1372463560625/33554432
-2090057403125/16777216 -816161021875/33554432 6954570236875/33554432 -6635952454375/33554432
404985506875/16777216 5020280380625/16777216 -4508610661875/16777216 825050173125/4194304
-7148269469375/33554432 782794654375/4194304 -2622038806875/33554432 -1383192154375/8388608
-5773179036875/33554432 -204786749375/2097152 983477571875/4194304 -1761620484375/16777216
-290856049375/33554432 -59905821875/33554432 -3131076543125/16777216 7758803644375/33554432
894429149375/16777216 -5749386665625/33554432 10090991866875/33554432 491934833125/2097152
-3948521521875/33554432 -2735741224375/16777216 -5480178894375/33554432 -1909399784375/33554432
7287322988125/33554432 -8027853081875/33554432 -3163224180625/16777216 1544011729375/16777216
-1723794209375/8388608 3914684041875/33554432 1022594635625/16777216 4694621453125/16777216
4665652836875/33554432 426343733125/4194304 -5632199014375/33554432 8321939035625/33554432
4245690383125/33554432 1567477041875/8388608 5730365365625/33554432 -2598420961875/8388608
5043673846875/16777216 325733058125/1048576 -342170166875/4194304 6418522369375/33554432
-677258654375/33554432 7273660364375/33554432 -64499009375/524288 2264844921875/33554432
2312720215625/33554432 -700259973125/4194304 -1454606604375/16777216 1251246441875/8388608
2074773808125/8388608 -9496242149375/33554432 8341022088125/33554432 4712517501875/33554432
-658652154375/8388608 4317766536875/33554432 3111441989375/33554432 -592665145625/8388608
630369020625/8388608 -1717713543125/16777216 -891546544375/33554432 257425570625/4194304
3255232706875/16777216 1228383821875/8388608 -607598349375/33554432 -347279283125/2097152
4004595065625/16777216 1925567910625/16777216 -10578757078125/33554432 4662000195625/16777216
860450633125/4194304 -429866749375/2097152 424524116875/33554432 1047129715625/8388608
-850824446875/16777216 -304247863125/16777216 -1280746095625/4194304 1191388868125/33554432
-2442719130625/8388608 -543170006875/16777216 -884730458125/4194304 3800870869375/33554432
-6068558116875/33554432 -505182083125/33554432 7525509669375/33554432 2167109095625/16777216
-426720155625/8388608 4154258539375/16777216 -2678657434375/33554432 -751754141875/8388608
-1491776721875/16777216 150527381875/8388608 10806834220625/33554432 455371339375/2097152
-2282295549375/16777216 7013296524375/33554432 -2598952318125/33554432 7893028886875/33554432
-403285273125/2097152 -216091090625/33554432 9333181209375/33554432 -716414456875/33554432
-7421489049375/33554432 -3877076939375/33554432 9473752466875/33554432 -3547680264375/16777216
971631759375/16777216 -1704717531875/8388608 -1850083554375/33554432 -4433253763125/33554432
2677021290625/8388608 -2248220260625/16777216 141319140625/8388608 10479785479375/33554432
7980305654375/33554432 4364614648125/16777216 10891634236875/33554432 1416142616875/8388608
751314415625/16777216 -22323879375/33554432 -645318544375/8388608 553157464375/33554432
3165697786875/33554432 -9142894960625/33554432 -505654598125/8388608 7973289138125/33554432
-611948415625/8388608 -2494877701875/16777216 -5934630608125/33554432 11054361976875/33554432
4629930566875/16777216 680861400625/16777216 -2220958061875/33554432 6389540025625/33554432
5059181204375/16777216 2877775353125/16777216 -9267101508125/33554432 10876010110625/33554432
-1991195454375/33554432 1118647801875/4194304 -10797309333125/33554432 4985249288125/16777216
1662126156875/33554432 5691226818125/33554432 -520627433125/2097152 -2234678506875/16777216
-5288599158125/33554432 8098447239375/33554432 3755467566875/16777216 5600457868125/16777216
39293895625/524288 -1435341163125/8388608 1039087206875/4194304 -8225487283125/33554432
2839952308125/33554432 967807375625/16777216 -1324534398125/4194304 9236675991875/33554432
-3096920589375/16777216 8292256674375/33554432 -820881518125/4194304 2766922093125/16777216
4162564611875/16777216 -3414046154375/33554432 341503915625/16777216 6354255590625/33554432
-4255582789375/33554432 188754049375/2097152 537890231875/33554432 2790905969375/33554432
-850267271875/4194304 -5452939900625/16777216 -10545332039375/33554432 -4492070575625/16777216
-6639387750625/33554432 5423816563125/33554432 -1719990055625/33554432 -7550273484375/33554432
4018789534375/33554432 -1827307931875/8388608 6018914483125/33554432 10855952681875/33554432
-5182169234375/33554432 -7772856078125/33554432 438999595625/16777216 -9334377584375/33554432
