3000
-100317421875/8388608 1808753878125/8388608 -520216921875/4194304 -7481199309375/33554432
2796166265625/16777216 -4081469746875/16777216 -8559790903125/33554432 2311375359375/8388608
3138128596875/16777216 -8038629759375/33554432 -9549492365625/33554432 2444613646875/8388608
2896784240625/16777216 763521121875/16777216 -3160147434375/16777216 7180501715625/33554432
5760651909375/33554432 2020382090625/33554432 2618754290625/33554432 565789621875/4194304
-1668170221875/8388608 2858466459375/16777216 -85864359375/8388608 -1155582646875/16777216
844124728125/8388608 6986584340625/33554432 5261046365625/33554432 -4740029334375/16777216
-9042935353125/33554432 75732253125/2097152 491042746875/4194304 4429564528125/33554432
9170130646875/33554432 2859441084375/33554432 -255323015625/16777216 4447514671875/16777216
-8387367440625/33554432 6561005578125/33554432 4016691421875/33554432 260959696875/1048576
-4018348415625/33554432 2152389346875/8388608 -4370719659375/16777216 6832018715625/33554432
-4665349921875/33554432 3823757090625/33554432 -905557696875/4194304 -5803457896875/33554432
-8691039834375/33554432 6893345390625/33554432 -4643380490625/16777216 997280128125/4194304
8219842171875/33554432 4991068753125/33554432 -824354615625/33554432 3582837590625/33554432
8531869565625/33554432 5393480090625/33554432 -4600013803125/16777216 -1921742203125/16777216
-3885100378125/16777216 -3657702178125/16777216 1779401953125/33554432 3045985096875/33554432
118522453125/524288 1904376759375/16777216 -4810566796875/33554432 -9967922615625/33554432
8085620728125/33554432 -1019999521875/4194304 -6849049340625/33554432 -157188159375/4194304
1616208871875/33554432 -649665590625/16777216 82679484375/16777216 -303868059375/4194304
1302620428125/8388608 1132959440625/33554432 -42243815625/262144 1781080265625/16777216
-3082156415625/16777216 -1159623684375/4194304 -1812782578125/33554432 8169687459375/33554432
42087871875/8388608 -6820472465625/33554432 657280865625/4194304 1879217878125/33554432
8078726390625/33554432 -3264305428125/33554432 -4809242221875/16777216 -1447260028125/33554432
102915778125/16777216 -3938157046875/16777216 -4413275503125/16777216 4948558640625/16777216
-3131187046875/16777216 1884062071875/8388608 8106343959375/33554432 -1957515496875/16777216
-1649739965625/8388608 6886264359375/33554432 1642109128125/8388608 9995751928125/33554432
2892611559375/33554432 -4061305434375/16777216 -9956449659375/33554432 -625876678125/16777216
-8381010721875/33554432 1281450928125/8388608 -3150513403125/16777216 3511403746875/33554432
1651050965625/33554432 -1237163390625/4194304 165171065625/8388608 3666500184375/16777216
353898684375/2097152 -13125121875/4194304 -7743878109375/33554432 795163040625/8388608
7313112721875/33554432 -494351465625/4194304 -15297084375/2097152 31965965625/8388608
-3518714896875/33554432 347385365625/16777216 6645984159375/33554432 -7441163015625/33554432
-1653127621875/8388608 283198959375/8388608 1230481228125/16777216 10054968740625/33554432
3008385121875/16777216 1727717840625/33554432 9413465821875/33554432 -507427153125/8388608
899163084375/33554432 3936011315625/33554432 -797794378125/33554432 -162593915625/16777216
2306581921875/8388608 -108354065625/16777216 6699424565625/33554432 -48649303125/4194304
-271194684375/4194304 6109735809375/33554432 -559986890625/4194304 -2957754703125/33554432
-8386529971875/33554432 -1207736184375/33554432 1234263965625/4194304 9041719678125/33554432
-1942708078125/16777216 -624006140625/2097152 -7152140334375/33554432 -1354245834375/16777216
-3055029346875/16777216 -3875868328125/33554432 1701910996875/33554432 -8232091190625/33554432
2151459703125/8388608 -2309180784375/33554432 -6997670259375/33554432 944635940625/16777216
1783444359375/8388608 2514717553125/16777216 660883565625/33554432 2896412728125/16777216
-113048521875/2097152 9201341878125/33554432 151303621875/16777216 8282967721875/33554432
-3619257140625/33554432 6010631503125/33554432 8282876278125/33554432 3439245609375/16777216
349128909375/2097152 4942823240625/16777216 2207039990625/33554432 1263080915625/33554432
3797448271875/33554432 2059230159375/16777216 -2409595809375/16777216 -9858265096875/33554432
1723160015625/16777216 -6021661978125/33554432 6102296859375/33554432 -7378375603125/33554432
-4741677084375/16777216 4660486828125/16777216 6755877965625/33554432 -35601759375/16777216
1381542421875/33554432 4958667028125/33554432 794920865625/8388608 449610984375/2097152
-4010223253125/33554432 5495801953125/33554432 -7863619359375/33554432 -233640928125/33554432
-2369444690625/8388608 7900717340625/33554432 -1411710309375/8388608 -7465444903125/33554432
-9644832815625/33554432 3774210159375/16777216 -879167540625/33554432 2462319815625/8388608
-154249528125/1048576 1773678853125/33554432 -658800365625/4194304 -927071071875/4194304
1360165903125/16777216 -1936564040625/33554432 -6671420278125/33554432 -141646378125/8388608
-1601559028125/16777216 9088027378125/33554432 -598076278125/16777216 2071290496875/33554432
-2179414959375/16777216 7798629103125/33554432 2316747590625/16777216 -1344786853125/33554432
443256984375/4194304 8574129740625/33554432 -4499834840625/16777216 -4925147709375/16777216
9168468759375/33554432 -2057563096875/16777216 7662575615625/33554432 -2836195678125/33554432
297412246875/33554432 -132582515625/524288 -1154402221875/8388608 1351486453125/16777216
-262757653125/16777216 8431562671875/33554432 7250293603125/33554432 -4583870990625/16777216
3448176478125/33554432 -2279736853125/16777216 8204579971875/33554432 1063907184375/4194304
1217816559375/16777216 399615853125/33554432 302348240625/16777216 -322209375/524288
-2288986153125/16777216 -5808483796875/33554432 -9993967321875/33554432 -3250318246875/16777216
10018518403125/33554432 1878486309375/8388608 638754403125/16777216 2770933865625/16777216
588372609375/16777216 8715473371875/33554432 -6673104684375/33554432 3649179140625/33554432
1114956590625/33554432 2584175221875/16777216 772188665625/16777216 -742245290625/16777216
2487748546875/33554432 2151787453125/16777216 -1008305784375/4194304 617525709375/4194304
-819543909375/16777216 219916078125/2097152 485371809375/2097152 -3732324271875/16777216
5469283978125/33554432 6144798965625/33554432 -6639167015625/33554432 1531975096875/16777216
186268190625/16777216 -3782095696875/33554432 -6772115934375/33554432 2160156965625/16777216
267746915625/16777216 7216804565625/33554432 1543534903125/33554432 -7903304559375/33554432
-925124709375/4194304 -551376590625/2097152 3908072240625/33554432 -5364395840625/33554432
-5310729365625/33554432 1906259803125/33554432 2143886971875/8388608 -6967727990625/33554432
3012568359375/33554432 482533865625/33554432 -3351856509375/33554432 -10650890625/8388608
-3395328965625/16777216 3559469953125/33554432 1128775190625/8388608 516224053125/2097152
-4666062065625/33554432 -2287524796875/16777216 4522062459375/33554432 864142996875/16777216
1571500790625/16777216 723815521875/8388608 -8965551815625/33554432 4250922815625/33554432
825123440625/4194304 2272142353125/16777216 -1733608846875/16777216 255412584375/33554432
4273764440625/33554432 205275478125/4194304 -2198474128125/8388608 -3313844334375/33554432
-2386107459375/8388608 -422685365625/2097152 -3980281115625/33554432 7234208428125/33554432
-5309392303125/33554432 4981408659375/16777216 -473013703125/2097152 -2438624184375/16777216
3352259784375/33554432 -5752424953125/33554432 -9224590378125/33554432 -8298672928125/33554432
4662684375/4194304 8943240590625/33554432 1789257928125/16777216 -160630096875/33554432
712137028125/16777216 -1403164640625/8388608 3162077390625/16777216 987490828125/33554432
-577912415625/16777216 2044153265625/33554432 -338292515625/4194304 2033832796875/16777216
7802919646875/33554432 5137853878125/33554432 -242454721875/33554432 4052584696875/33554432
6402508115625/33554432 1874091065625/33554432 2860552340625/16777216 2472932390625/33554432
3408490903125/33554432 -245200134375/8388608 8310076565625/33554432 8807520609375/33554432
-3202622896875/16777216 241494421875/33554432 2995236009375/33554432 5570950359375/33554432
3834578334375/16777216 -878810221875/4194304 -3103762565625/16777216 -1199892590625/16777216
266317190625/8388608 524923621875/8388608 -1031449678125/33554432 1814416265625/16777216
8504312015625/33554432 -78852403125/1048576 -40712240625/4194304 116932021875/1048576
-5435029846875/33554432 8119662365625/33554432 -1338951346875/33554432 -7335068990625/33554432
4101283546875/16777216 -2317152459375/33554432 -4680731878125/16777216 -3170900934375/16777216
-7770280171875/33554432 -1319159071875/16777216 -106629684375/2097152 5355718096875/33554432
-5921599415625/33554432 -2909722884375/33554432 6794109046875/33554432 -844410346875/4194304
3220612490625/16777216 3253664859375/33554432 7332893596875/33554432 783295865625/16777216
-469395759375/2097152 2208469696875/8388608 -1158173709375/16777216 -7729729303125/33554432
856831978125/8388608 -829586465625/8388608 1392460771875/8388608 815283046875/8388608
-5340425821875/33554432 -1573427465625/33554432 2163901134375/33554432 -2387344265625/16777216
9799464290625/33554432 -2705101528125/33554432 9155960728125/33554432 -1713145734375/33554432
7812271621875/33554432 -1824937340625/8388608 2399945053125/33554432 8424105496875/33554432
5716069921875/33554432 2691163884375/33554432 -1077604940625/33554432 562403915625/16777216
-183725840625/33554432 302445534375/4194304 1757094440625/16777216 2166841978125/16777216
638779528125/33554432 2767229428125/33554432 1482653503125/16777216 4066319296875/33554432
9558493303125/33554432 8658230015625/33554432 2206355259375/33554432 -6800113396875/33554432
5364768721875/33554432 1937463628125/33554432 673154671875/4194304 -1437033346875/33554432
40951490625/1048576 8371219734375/33554432 -4119954965625/33554432 2811891815625/16777216
-4675697859375/33554432 -661689478125/33554432 -7254761615625/33554432 1591622053125/16777216
-164470359375/1048576 -94196971875/2097152 599704771875/16777216 1346174334375/16777216
1576414190625/16777216 302650640625/8388608 3643736221875/16777216 657430378125/4194304
4704550303125/33554432 5856552703125/33554432 2347768659375/16777216 -37414959375/262144
514395271875/33554432 1969597640625/8388608 9597604528125/33554432 -688789678125/33554432
4315370728125/33554432 3853630471875/16777216 -9278418009375/33554432 -744373059375/4194304
620476996875/33554432 4152214546875/16777216 -3079605328125/16777216 106450771875/2097152
5689909715625/33554432 -256919746875/1048576 -4660826953125/33554432 -2610900646875/16777216
3918662278125/33554432 8111071903125/33554432 4275567253125/33554432 -8199930309375/33554432
-1957929740625/33554432 6270124884375/33554432 -419594090625/4194304 7378110534375/33554432
7614621834375/33554432 404725528125/4194304 -2509049559375/8388608 5593917740625/33554432
-3216463565625/16777216 -1314599878125/33554432 2378059790625/16777216 -5690653509375/33554432
6375646359375/33554432 -271588565625/2097152 -3113210315625/16777216 -6543927403125/33554432
908178253125/4194304 -1795096078125/33554432 819430584375/33554432 -714922696875/8388608
601941853125/2097152 128045146875/16777216 -211147190625/16777216 -2373876496875/16777216
-3510414984375/16777216 967846321875/8388608 8341031878125/33554432 4605601190625/33554432
8255806153125/33554432 2850661734375/16777216 -585679096875/8388608 3576745059375/33554432
-9040700784375/33554432 4531047984375/16777216 -559291921875/16777216 1529281978125/33554432
398845453125/8388608 -7996709446875/33554432 1581151471875/33554432 4033848984375/33554432
-385040315625/33554432 206353321875/1048576 -2332556859375/33554432 -1391666428125/33554432
5079819309375/33554432 -4343766253125/33554432 4803701446875/16777216 -739162471875/8388608
-2414142834375/8388608 7105016465625/33554432 -5138266228125/33554432 3551210409375/33554432
3039052884375/33554432 -90321271875/524288 5015433534375/33554432 1272331059375/8388608
-278318671875/16777216 4980569371875/33554432 -1861530196875/8388608 -4775581903125/33554432
-5053157934375/33554432 9174065315625/33554432 -2602633565625/16777216 -2103614409375/16777216
-2120963990625/33554432 -2335271803125/33554432 -9721482590625/33554432 -6496523971875/33554432
1200335334375/33554432 -3175167928125/16777216 1891314178125/33554432 -1199065884375/33554432
6389544046875/33554432 4538177765625/16777216 -3058527815625/33554432 -4370305190625/33554432
-5145197746875/33554432 -1187791021875/16777216 7292263546875/33554432 -1159284084375/33554432
102685246875/524288 9454678125/32768 -503608696875/16777216 -474478959375/8388608
2648075634375/33554432 6382612659375/33554432 9818179434375/33554432 1506712153125/16777216
2412423871875/16777216 565397165625/4194304 2108670028125/8388608 -9578843071875/33554432
2972685253125/33554432 5013212709375/16777216 -8397364790625/33554432 -5104520409375/33554432
2149568634375/8388608 459619603125/16777216 -1250562571875/8388608 -4285001803125/16777216
1164216703125/8388608 -623034628125/33554432 -1032542540625/16777216 -7469926078125/33554432
-2203767534375/8388608 -480851221875/33554432 9866493140625/33554432 1417269928125/33554432
-2377872665625/8388608 -3340086928125/33554432 -1739265496875/33554432 2361304078125/16777216
-2184305409375/16777216 27358565625/33554432 1539027046875/8388608 -18208996875/16777216
-1879739653125/8388608 -1223235646875/33554432 1009576940625/8388608 -2038508915625/33554432
-3610842459375/33554432 998273578125/8388608 -1928322309375/16777216 7191664415625/33554432
-3210730096875/33554432 -1274082140625/8388608 -2338104571875/8388608 -4223365959375/16777216
-271303190625/4194304 -5733803896875/33554432 -181219565625/4194304 6107966859375/33554432
7636921875/524288 728526965625/16777216 -1750586109375/33554432 -950038171875/16777216
